"FECHA HECHO","COD_DEPTO","DEPARTAMENTO","COD_MUNI","MUNICIPIO","CANTIDAD","UNIDAD DE MEDIDA"
"2025 Oct 18 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2025 Oct 18 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","1","UNIDAD"
"2025 Oct 18 12:00:00 AM","50","META","50590","PUERTO RICO","8","UNIDAD"
"2025 Oct 18 12:00:00 AM","20","CESAR","20614","RIO DE ORO","2","UNIDAD"
"2025 Oct 18 12:00:00 AM","50","META","50711","VISTAHERMOSA","1","UNIDAD"
"2025 Oct 18 12:00:00 AM","86","PUTUMAYO","86885","VILLAGARZON","1","UNIDAD"
"2025 Oct 18 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","7","UNIDAD"
"2025 Oct 17 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","3","UNIDAD"
"2025 Oct 16 12:00:00 AM","50","META","50590","PUERTO RICO","1","UNIDAD"
"2025 Oct 16 12:00:00 AM","52","NARIÑO","52250","EL CHARCO","1","UNIDAD"
"2025 Oct 16 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2025 Oct 16 12:00:00 AM","19","CAUCA","19533","PIAMONTE","1","UNIDAD"
"2025 Oct 16 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2025 Oct 16 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","1","UNIDAD"
"2025 Oct 15 12:00:00 AM","54","NORTE DE SANTANDER","54800","TEORAMA","1","UNIDAD"
"2025 Oct 15 12:00:00 AM","19","CAUCA","19533","PIAMONTE","1","UNIDAD"
"2025 Oct 15 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","1","UNIDAD"
"2025 Oct 15 12:00:00 AM","50","META","50590","PUERTO RICO","1","UNIDAD"
"2025 Oct 15 12:00:00 AM","18","CAQUETA","18753","SAN VICENTE DEL CAGUAN","1","UNIDAD"
"2025 Oct 15 12:00:00 AM","18","CAQUETA","18756","SOLANO","1","UNIDAD"
"2025 Oct 15 12:00:00 AM","19","CAUCA","19698","SANTANDER DE QUILICHAO","1","UNIDAD"
"2025 Oct 14 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2025 Oct 14 12:00:00 AM","19","CAUCA","19533","PIAMONTE","1","UNIDAD"
"2025 Oct 14 12:00:00 AM","50","META","50711","VISTAHERMOSA","4","UNIDAD"
"2025 Oct 14 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","1","UNIDAD"
"2025 Oct 14 12:00:00 AM","50","META","50590","PUERTO RICO","4","UNIDAD"
"2025 Oct 14 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","3","UNIDAD"
"2025 Oct 14 12:00:00 AM","86","PUTUMAYO","86569","PUERTO CAICEDO","1","UNIDAD"
"2025 Oct 14 12:00:00 AM","18","CAQUETA","18860","VALPARAISO","2","UNIDAD"
"2025 Oct 14 12:00:00 AM","86","PUTUMAYO","86757","SAN MIGUEL","1","UNIDAD"
"2025 Oct 13 12:00:00 AM","50","META","50590","PUERTO RICO","20","UNIDAD"
"2025 Oct 13 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","1","UNIDAD"
"2025 Oct 13 12:00:00 AM","19","CAUCA","19533","PIAMONTE","2","UNIDAD"
"2025 Oct 13 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","4","UNIDAD"
"2025 Oct 13 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","3","UNIDAD"
"2025 Oct 13 12:00:00 AM","86","PUTUMAYO","86569","PUERTO CAICEDO","3","UNIDAD"
"2025 Oct 12 12:00:00 AM","50","META","50590","PUERTO RICO","9","UNIDAD"
"2025 Oct 11 12:00:00 AM","19","CAUCA","19533","PIAMONTE","1","UNIDAD"
"2025 Oct 11 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2025 Oct 11 12:00:00 AM","86","PUTUMAYO","86569","PUERTO CAICEDO","1","UNIDAD"
"2025 Oct 11 12:00:00 AM","99","VICHADA","99773","CUMARIBO","1","UNIDAD"
"2025 Oct 10 12:00:00 AM","86","PUTUMAYO","86569","PUERTO CAICEDO","1","UNIDAD"
"2025 Oct 10 12:00:00 AM","15","BOYACA","15572","PUERTO BOYACA","2","UNIDAD"
"2025 Oct 10 12:00:00 AM","19","CAUCA","19809","TIMBIQUI","1","UNIDAD"
"2025 Oct 10 12:00:00 AM","52","NARIÑO","52678","SAMANIEGO","1","UNIDAD"
"2025 Oct 10 12:00:00 AM","54","NORTE DE SANTANDER","54001","CUCUTA","1","UNIDAD"
"2025 Oct 10 12:00:00 AM","19","CAUCA","19533","PIAMONTE","2","UNIDAD"
"2025 Oct 10 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","3","UNIDAD"
"2025 Oct 10 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","3","UNIDAD"
"2025 Oct 10 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2025 Oct 10 12:00:00 AM","50","META","50590","PUERTO RICO","8","UNIDAD"
"2025 Oct 10 12:00:00 AM","99","VICHADA","99773","CUMARIBO","1","UNIDAD"
"2025 Oct 09 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","5","UNIDAD"
"2025 Oct 09 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","1","UNIDAD"
"2025 Oct 09 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2025 Oct 09 12:00:00 AM","50","META","50606","RESTREPO","1","UNIDAD"
"2025 Oct 09 12:00:00 AM","50","META","50711","VISTAHERMOSA","5","UNIDAD"
"2025 Oct 09 12:00:00 AM","95","GUAVIARE","95015","CALAMAR","1","UNIDAD"
"2025 Oct 09 12:00:00 AM","19","CAUCA","19809","TIMBIQUI","1","UNIDAD"
"2025 Oct 09 12:00:00 AM","19","CAUCA","19533","PIAMONTE","3","UNIDAD"
"2025 Oct 09 12:00:00 AM","50","META","50590","PUERTO RICO","7","UNIDAD"
"2025 Oct 08 12:00:00 AM","20","CESAR","20614","RIO DE ORO","1","UNIDAD"
"2025 Oct 08 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","3","UNIDAD"
"2025 Oct 08 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2025 Oct 08 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","3","UNIDAD"
"2025 Oct 08 12:00:00 AM","05","ANTIOQUIA","05172","CHIGORODO","2","UNIDAD"
"2025 Oct 08 12:00:00 AM","54","NORTE DE SANTANDER","54553","PUERTO SANTANDER","1","UNIDAD"
"2025 Oct 08 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","1","UNIDAD"
"2025 Oct 08 12:00:00 AM","19","CAUCA","19533","PIAMONTE","1","UNIDAD"
"2025 Oct 08 12:00:00 AM","52","NARIÑO","52696","SANTA BARBARA","1","UNIDAD"
"2025 Oct 08 12:00:00 AM","52","NARIÑO","52356","IPIALES","2","UNIDAD"
"2025 Oct 08 12:00:00 AM","54","NORTE DE SANTANDER","54261","EL ZULIA","1","UNIDAD"
"2025 Oct 08 12:00:00 AM","50","META","50590","PUERTO RICO","1","UNIDAD"
"2025 Oct 07 12:00:00 AM","27","CHOCO","27660","SAN JOSE DEL PALMAR","1","UNIDAD"
"2025 Oct 07 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","1","UNIDAD"
"2025 Oct 07 12:00:00 AM","50","META","50711","VISTAHERMOSA","1","UNIDAD"
"2025 Oct 07 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2025 Oct 07 12:00:00 AM","50","META","50590","PUERTO RICO","9","UNIDAD"
"2025 Oct 07 12:00:00 AM","19","CAUCA","19533","PIAMONTE","2","UNIDAD"
"2025 Oct 07 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","1","UNIDAD"
"2025 Oct 07 12:00:00 AM","54","NORTE DE SANTANDER","54001","CUCUTA","1","UNIDAD"
"2025 Oct 07 12:00:00 AM","50","META","50450","PUERTO CONCORDIA","2","UNIDAD"
"2025 Oct 06 12:00:00 AM","19","CAUCA","19533","PIAMONTE","2","UNIDAD"
"2025 Oct 06 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2025 Oct 06 12:00:00 AM","19","CAUCA","19809","TIMBIQUI","3","UNIDAD"
"2025 Oct 06 12:00:00 AM","86","PUTUMAYO","86569","PUERTO CAICEDO","2","UNIDAD"
"2025 Oct 06 12:00:00 AM","05","ANTIOQUIA","05837","TURBO","1","UNIDAD"
"2025 Oct 05 12:00:00 AM","19","CAUCA","19809","TIMBIQUI","2","UNIDAD"
"2025 Oct 05 12:00:00 AM","86","PUTUMAYO","86569","PUERTO CAICEDO","2","UNIDAD"
"2025 Oct 05 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2025 Oct 05 12:00:00 AM","50","META","50350","LA MACARENA","1","UNIDAD"
"2025 Oct 05 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","4","UNIDAD"
"2025 Oct 04 12:00:00 AM","95","GUAVIARE","95200","MIRAFLORES","1","UNIDAD"
"2025 Oct 04 12:00:00 AM","86","PUTUMAYO","86320","ORITO","1","UNIDAD"
"2025 Oct 04 12:00:00 AM","05","ANTIOQUIA","05480","MUTATA","1","UNIDAD"
"2025 Oct 03 12:00:00 AM","18","CAQUETA","18756","SOLANO","2","UNIDAD"
"2025 Oct 03 12:00:00 AM","86","PUTUMAYO","86757","SAN MIGUEL","2","UNIDAD"
"2025 Oct 03 12:00:00 AM","18","CAQUETA","18150","CARTAGENA DEL CHAIRA","1","UNIDAD"
"2025 Oct 03 12:00:00 AM","05","ANTIOQUIA","05854","VALDIVIA","1","UNIDAD"
"2025 Oct 03 12:00:00 AM","18","CAQUETA","18860","VALPARAISO","2","UNIDAD"
"2025 Oct 03 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2025 Oct 03 12:00:00 AM","05","ANTIOQUIA","05480","MUTATA","1","UNIDAD"
"2025 Oct 03 12:00:00 AM","19","CAUCA","19533","PIAMONTE","1","UNIDAD"
"2025 Oct 03 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","1","UNIDAD"
"2025 Oct 03 12:00:00 AM","54","NORTE DE SANTANDER","54673","SAN CAYETANO","1","UNIDAD"
"2025 Oct 02 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","1","UNIDAD"
"2025 Oct 02 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2025 Oct 02 12:00:00 AM","54","NORTE DE SANTANDER","54673","SAN CAYETANO","2","UNIDAD"
"2025 Oct 02 12:00:00 AM","52","NARIÑO","52250","EL CHARCO","2","UNIDAD"
"2025 Oct 02 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","1","UNIDAD"
"2025 Oct 02 12:00:00 AM","19","CAUCA","19533","PIAMONTE","1","UNIDAD"
"2025 Oct 01 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2025 Oct 01 12:00:00 AM","18","CAQUETA","18860","VALPARAISO","1","UNIDAD"
"2025 Oct 01 12:00:00 AM","50","META","50590","PUERTO RICO","1","UNIDAD"
"2025 Oct 01 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","6","UNIDAD"
"2025 Oct 01 12:00:00 AM","95","GUAVIARE","95015","CALAMAR","1","UNIDAD"
"2025 Oct 01 12:00:00 AM","50","META","50350","LA MACARENA","1","UNIDAD"
"2025 Oct 01 12:00:00 AM","54","NORTE DE SANTANDER","54670","SAN CALIXTO","2","UNIDAD"
"2025 Sep 30 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","1","UNIDAD"
"2025 Sep 30 12:00:00 AM","05","ANTIOQUIA","05837","TURBO","1","UNIDAD"
"2025 Sep 30 12:00:00 AM","18","CAQUETA","18860","VALPARAISO","1","UNIDAD"
"2025 Sep 30 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","1","UNIDAD"
"2025 Sep 30 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2025 Sep 30 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2025 Sep 30 12:00:00 AM","50","META","50590","PUERTO RICO","1","UNIDAD"
"2025 Sep 29 12:00:00 AM","54","NORTE DE SANTANDER","54250","EL TARRA","1","UNIDAD"
"2025 Sep 29 12:00:00 AM","27","CHOCO","27660","SAN JOSE DEL PALMAR","1","UNIDAD"
"2025 Sep 29 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","1","UNIDAD"
"2025 Sep 29 12:00:00 AM","18","CAQUETA","18756","SOLANO","1","UNIDAD"
"2025 Sep 29 12:00:00 AM","99","VICHADA","99773","CUMARIBO","1","UNIDAD"
"2025 Sep 29 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","2","UNIDAD"
"2025 Sep 29 12:00:00 AM","52","NARIÑO","52079","BARBACOAS","8","UNIDAD"
"2025 Sep 29 12:00:00 AM","86","PUTUMAYO","86320","ORITO","1","UNIDAD"
"2025 Sep 29 12:00:00 AM","50","META","50590","PUERTO RICO","2","UNIDAD"
"2025 Sep 28 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","1","UNIDAD"
"2025 Sep 28 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","5","UNIDAD"
"2025 Sep 28 12:00:00 AM","27","CHOCO","27800","UNGUIA","1","UNIDAD"
"2025 Sep 28 12:00:00 AM","05","ANTIOQUIA","05790","TARAZA","1","UNIDAD"
"2025 Sep 27 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","3","UNIDAD"
"2025 Sep 27 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","10","UNIDAD"
"2025 Sep 27 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","1","UNIDAD"
"2025 Sep 27 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","4","UNIDAD"
"2025 Sep 26 12:00:00 AM","86","PUTUMAYO","86757","SAN MIGUEL","1","UNIDAD"
"2025 Sep 26 12:00:00 AM","18","CAQUETA","18756","SOLANO","1","UNIDAD"
"2025 Sep 26 12:00:00 AM","86","PUTUMAYO","86569","PUERTO CAICEDO","1","UNIDAD"
"2025 Sep 26 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2025 Sep 26 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","1","UNIDAD"
"2025 Sep 25 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","2","UNIDAD"
"2025 Sep 25 12:00:00 AM","05","ANTIOQUIA","05837","TURBO","1","UNIDAD"
"2025 Sep 25 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","5","UNIDAD"
"2025 Sep 25 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","2","UNIDAD"
"2025 Sep 25 12:00:00 AM","50","META","50590","PUERTO RICO","1","UNIDAD"
"2025 Sep 25 12:00:00 AM","52","NARIÑO","52250","EL CHARCO","14","UNIDAD"
"2025 Sep 25 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2025 Sep 25 12:00:00 AM","27","CHOCO","27660","SAN JOSE DEL PALMAR","1","UNIDAD"
"2025 Sep 25 12:00:00 AM","54","NORTE DE SANTANDER","54001","CUCUTA","1","UNIDAD"
"2025 Sep 25 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2025 Sep 24 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","1","UNIDAD"
"2025 Sep 24 12:00:00 AM","99","VICHADA","99773","CUMARIBO","2","UNIDAD"
"2025 Sep 24 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2025 Sep 24 12:00:00 AM","52","NARIÑO","52520","FRANCISCO PIZARRO","3","UNIDAD"
"2025 Sep 24 12:00:00 AM","50","META","50590","PUERTO RICO","2","UNIDAD"
"2025 Sep 24 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","1","UNIDAD"
"2025 Sep 24 12:00:00 AM","05","ANTIOQUIA","05649","SAN CARLOS","2","UNIDAD"
"2025 Sep 24 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","2","UNIDAD"
"2025 Sep 23 12:00:00 AM","27","CHOCO","27660","SAN JOSE DEL PALMAR","1","UNIDAD"
"2025 Sep 23 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2025 Sep 23 12:00:00 AM","52","NARIÑO","52520","FRANCISCO PIZARRO","1","UNIDAD"
"2025 Sep 23 12:00:00 AM","99","VICHADA","99773","CUMARIBO","2","UNIDAD"
"2025 Sep 23 12:00:00 AM","52","NARIÑO","52250","EL CHARCO","2","UNIDAD"
"2025 Sep 23 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","1","UNIDAD"
"2025 Sep 22 12:00:00 AM","50","META","50590","PUERTO RICO","3","UNIDAD"
"2025 Sep 22 12:00:00 AM","05","ANTIOQUIA","05837","TURBO","1","UNIDAD"
"2025 Sep 22 12:00:00 AM","54","NORTE DE SANTANDER","54206","CONVENCION","1","UNIDAD"
"2025 Sep 22 12:00:00 AM","86","PUTUMAYO","86757","SAN MIGUEL","1","UNIDAD"
"2025 Sep 22 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","3","UNIDAD"
"2025 Sep 22 12:00:00 AM","18","CAQUETA","18150","CARTAGENA DEL CHAIRA","1","UNIDAD"
"2025 Sep 21 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","3","UNIDAD"
"2025 Sep 21 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","1","UNIDAD"
"2025 Sep 21 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","1","UNIDAD"
"2025 Sep 21 12:00:00 AM","52","NARIÑO","52250","EL CHARCO","2","UNIDAD"
"2025 Sep 21 12:00:00 AM","19","CAUCA","19318","GUAPI","1","UNIDAD"
"2025 Sep 21 12:00:00 AM","86","PUTUMAYO","86865","VALLE DEL GUAMUEZ","1","UNIDAD"
"2025 Sep 20 12:00:00 AM","86","PUTUMAYO","86320","ORITO","1","UNIDAD"
"2025 Sep 20 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","1","UNIDAD"
"2025 Sep 20 12:00:00 AM","86","PUTUMAYO","86865","VALLE DEL GUAMUEZ","1","UNIDAD"
"2025 Sep 20 12:00:00 AM","52","NARIÑO","52079","BARBACOAS","1","UNIDAD"
"2025 Sep 20 12:00:00 AM","20","CESAR","20614","RIO DE ORO","1","UNIDAD"
"2025 Sep 19 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","1","UNIDAD"
"2025 Sep 19 12:00:00 AM","60401","PERU","6040101","PERU","1","UNIDAD"
"2025 Sep 19 12:00:00 AM","50","META","50590","PUERTO RICO","1","UNIDAD"
"2025 Sep 19 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2025 Sep 19 12:00:00 AM","50","META","50350","LA MACARENA","1","UNIDAD"
"2025 Sep 19 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","1","UNIDAD"
"2025 Sep 19 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","1","UNIDAD"
"2025 Sep 19 12:00:00 AM","86","PUTUMAYO","86885","VILLAGARZON","1","UNIDAD"
"2025 Sep 19 12:00:00 AM","99","VICHADA","99773","CUMARIBO","1","UNIDAD"
"2025 Sep 18 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","2","UNIDAD"
"2025 Sep 18 12:00:00 AM","86","PUTUMAYO","86757","SAN MIGUEL","1","UNIDAD"
"2025 Sep 18 12:00:00 AM","54","NORTE DE SANTANDER","54239","DURANIA","1","UNIDAD"
"2025 Sep 18 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","2","UNIDAD"
"2025 Sep 18 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","2","UNIDAD"
"2025 Sep 18 12:00:00 AM","86","PUTUMAYO","86865","VALLE DEL GUAMUEZ","1","UNIDAD"
"2025 Sep 18 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","16","UNIDAD"
"2025 Sep 18 12:00:00 AM","52","NARIÑO","52621","ROBERTO PAYAN","6","UNIDAD"
"2025 Sep 18 12:00:00 AM","95","GUAVIARE","95025","EL RETORNO","2","UNIDAD"
"2025 Sep 18 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","2","UNIDAD"
"2025 Sep 18 12:00:00 AM","50","META","50450","PUERTO CONCORDIA","1","UNIDAD"
"2025 Sep 18 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","4","UNIDAD"
"2025 Sep 17 12:00:00 AM","99","VICHADA","99773","CUMARIBO","1","UNIDAD"
"2025 Sep 17 12:00:00 AM","50","META","50450","PUERTO CONCORDIA","1","UNIDAD"
"2025 Sep 17 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","3","UNIDAD"
"2025 Sep 17 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","1","UNIDAD"
"2025 Sep 17 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","2","UNIDAD"
"2025 Sep 17 12:00:00 AM","86","PUTUMAYO","86320","ORITO","1","UNIDAD"
"2025 Sep 16 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","9","UNIDAD"
"2025 Sep 16 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2025 Sep 16 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","1","UNIDAD"
"2025 Sep 16 12:00:00 AM","54","NORTE DE SANTANDER","54250","EL TARRA","1","UNIDAD"
"2025 Sep 16 12:00:00 AM","54","NORTE DE SANTANDER","54001","CUCUTA","2","UNIDAD"
"2025 Sep 16 12:00:00 AM","05","ANTIOQUIA","05837","TURBO","2","UNIDAD"
"2025 Sep 16 12:00:00 AM","50","META","50350","LA MACARENA","1","UNIDAD"
"2025 Sep 16 12:00:00 AM","50","META","50711","VISTAHERMOSA","2","UNIDAD"
"2025 Sep 16 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","5","UNIDAD"
"2025 Sep 16 12:00:00 AM","50","META","50683","SAN JUAN DE ARAMA","1","UNIDAD"
"2025 Sep 16 12:00:00 AM","50","META","50325","MAPIRIPAN","1","UNIDAD"
"2025 Sep 16 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","2","UNIDAD"
"2025 Sep 16 12:00:00 AM","86","PUTUMAYO","86573","PUERTO LEGUIZAMO","1","UNIDAD"
"2025 Sep 16 12:00:00 AM","20","CESAR","20383","LA GLORIA","1","UNIDAD"
"2025 Sep 15 12:00:00 AM","05","ANTIOQUIA","05837","TURBO","1","UNIDAD"
"2025 Sep 15 12:00:00 AM","52","NARIÑO","52427","MAGÜI","6","UNIDAD"
"2025 Sep 15 12:00:00 AM","86","PUTUMAYO","86573","PUERTO LEGUIZAMO","1","UNIDAD"
"2025 Sep 15 12:00:00 AM","52","NARIÑO","52621","ROBERTO PAYAN","7","UNIDAD"
"2025 Sep 15 12:00:00 AM","27","CHOCO","27660","SAN JOSE DEL PALMAR","1","UNIDAD"
"2025 Sep 15 12:00:00 AM","50","META","50683","SAN JUAN DE ARAMA","1","UNIDAD"
"2025 Sep 15 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","1","UNIDAD"
"2025 Sep 15 12:00:00 AM","18","CAQUETA","18410","LA MONTAÑITA","1","UNIDAD"
"2025 Sep 15 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","3","UNIDAD"
"2025 Sep 14 12:00:00 AM","95","GUAVIARE","95025","EL RETORNO","1","UNIDAD"
"2025 Sep 14 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","3","UNIDAD"
"2025 Sep 14 12:00:00 AM","86","PUTUMAYO","86573","PUERTO LEGUIZAMO","1","UNIDAD"
"2025 Sep 13 12:00:00 AM","52","NARIÑO","52520","FRANCISCO PIZARRO","1","UNIDAD"
"2025 Sep 13 12:00:00 AM","86","PUTUMAYO","86865","VALLE DEL GUAMUEZ","1","UNIDAD"
"2025 Sep 13 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","1","UNIDAD"
"2025 Sep 13 12:00:00 AM","52","NARIÑO","52254","EL PEÑOL","1","UNIDAD"
"2025 Sep 13 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","7","UNIDAD"
"2025 Sep 13 12:00:00 AM","54","NORTE DE SANTANDER","54109","BUCARASICA","1","UNIDAD"
"2025 Sep 13 12:00:00 AM","50","META","50350","LA MACARENA","1","UNIDAD"
"2025 Sep 13 12:00:00 AM","50","META","50711","VISTAHERMOSA","1","UNIDAD"
"2025 Sep 13 12:00:00 AM","50","META","50590","PUERTO RICO","1","UNIDAD"
"2025 Sep 12 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2025 Sep 12 12:00:00 AM","54","NORTE DE SANTANDER","54206","CONVENCION","1","UNIDAD"
"2025 Sep 12 12:00:00 AM","52","NARIÑO","52079","BARBACOAS","1","UNIDAD"
"2025 Sep 12 12:00:00 AM","54","NORTE DE SANTANDER","54344","HACARI","1","UNIDAD"
"2025 Sep 12 12:00:00 AM","52","NARIÑO","52520","FRANCISCO PIZARRO","1","UNIDAD"
"2025 Sep 12 12:00:00 AM","50","META","50683","SAN JUAN DE ARAMA","1","UNIDAD"
"2025 Sep 12 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","1","UNIDAD"
"2025 Sep 12 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","15","UNIDAD"
"2025 Sep 12 12:00:00 AM","52","NARIÑO","52250","EL CHARCO","2","UNIDAD"
"2025 Sep 12 12:00:00 AM","18","CAQUETA","18410","LA MONTAÑITA","1","UNIDAD"
"2025 Sep 11 12:00:00 AM","54","NORTE DE SANTANDER","54250","EL TARRA","1","UNIDAD"
"2025 Sep 11 12:00:00 AM","18","CAQUETA","18785","SOLITA","1","UNIDAD"
"2025 Sep 11 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","3","UNIDAD"
"2025 Sep 11 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","1","UNIDAD"
"2025 Sep 11 12:00:00 AM","52","NARIÑO","52696","SANTA BARBARA","1","UNIDAD"
"2025 Sep 11 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","1","UNIDAD"
"2025 Sep 11 12:00:00 AM","54","NORTE DE SANTANDER","54172","CHINACOTA","1","UNIDAD"
"2025 Sep 11 12:00:00 AM","99","VICHADA","99773","CUMARIBO","2","UNIDAD"
"2025 Sep 11 12:00:00 AM","52","NARIÑO","52683","SANDONA","1","UNIDAD"
"2025 Sep 11 12:00:00 AM","52","NARIÑO","52683","SANDONA","1","UNIDAD"
