"FECHA HECHO","COD_DEPTO","DEPARTAMENTO","COD_MUNI","MUNICIPIO","CANTIDAD","UNIDAD DE MEDIDA"
"2026 Mar 31 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","2","UNIDAD"
"2026 Mar 31 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","1","UNIDAD"
"2026 Mar 31 12:00:00 AM","13","BOLIVAR","13744","SIMITI","1","UNIDAD"
"2026 Mar 31 12:00:00 AM","52","NARIÑO","52696","SANTA BARBARA","1","UNIDAD"
"2026 Mar 31 12:00:00 AM","52","NARIÑO","52250","EL CHARCO","1","UNIDAD"
"2026 Mar 31 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","5","UNIDAD"
"2026 Mar 31 12:00:00 AM","52","NARIÑO","52621","ROBERTO PAYAN","5","UNIDAD"
"2026 Mar 31 12:00:00 AM","05","ANTIOQUIA","05660","SAN LUIS","3","UNIDAD"
"2026 Mar 30 12:00:00 AM","50","META","50590","PUERTO RICO","1","UNIDAD"
"2026 Mar 30 12:00:00 AM","18","CAQUETA","18150","CARTAGENA DEL CHAIRA","1","UNIDAD"
"2026 Mar 30 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","5","UNIDAD"
"2026 Mar 30 12:00:00 AM","86","PUTUMAYO","86569","PUERTO CAICEDO","2","UNIDAD"
"2026 Mar 30 12:00:00 AM","18","CAQUETA","18860","VALPARAISO","1","UNIDAD"
"2026 Mar 30 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","2","UNIDAD"
"2026 Mar 30 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","12","UNIDAD"
"2026 Mar 30 12:00:00 AM","52","NARIÑO","52215","CORDOBA","1","UNIDAD"
"2026 Mar 29 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","3","UNIDAD"
"2026 Mar 29 12:00:00 AM","23","CORDOBA","23807","TIERRALTA","1","UNIDAD"
"2026 Mar 29 12:00:00 AM","05","ANTIOQUIA","05790","TARAZA","1","UNIDAD"
"2026 Mar 29 12:00:00 AM","05","ANTIOQUIA","05790","TARAZA","1","UNIDAD"
"2026 Mar 29 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","2","UNIDAD"
"2026 Mar 29 12:00:00 AM","13","BOLIVAR","13744","SIMITI","1","UNIDAD"
"2026 Mar 28 12:00:00 AM","52","NARIÑO","52427","MAGÜI","5","UNIDAD"
"2026 Mar 28 12:00:00 AM","18","CAQUETA","18592","PUERTO RICO","1","UNIDAD"
"2026 Mar 28 12:00:00 AM","05","ANTIOQUIA","05480","MUTATA","1","UNIDAD"
"2026 Mar 28 12:00:00 AM","27","CHOCO","27001","QUIBDO","3","UNIDAD"
"2026 Mar 28 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2026 Mar 28 12:00:00 AM","15","BOYACA","15572","PUERTO BOYACA","2","UNIDAD"
"2026 Mar 27 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2026 Mar 27 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","1","UNIDAD"
"2026 Mar 27 12:00:00 AM","27","CHOCO","27800","UNGUIA","1","UNIDAD"
"2026 Mar 27 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","3","UNIDAD"
"2026 Mar 27 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","1","UNIDAD"
"2026 Mar 27 12:00:00 AM","52","NARIÑO","52250","EL CHARCO","1","UNIDAD"
"2026 Mar 27 12:00:00 AM","15","BOYACA","15690","SANTA MARIA","1","UNIDAD"
"2026 Mar 26 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","2","UNIDAD"
"2026 Mar 26 12:00:00 AM","05","ANTIOQUIA","05854","VALDIVIA","1","UNIDAD"
"2026 Mar 26 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","1","UNIDAD"
"2026 Mar 26 12:00:00 AM","44","LA GUAJIRA","44090","DIBULLA","1","UNIDAD"
"2026 Mar 26 12:00:00 AM","52","NARIÑO","52250","EL CHARCO","1","UNIDAD"
"2026 Mar 26 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","3","UNIDAD"
"2026 Mar 26 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","3","UNIDAD"
"2026 Mar 26 12:00:00 AM","54","NORTE DE SANTANDER","54250","EL TARRA","1","UNIDAD"
"2026 Mar 25 12:00:00 AM","50","META","50711","VISTAHERMOSA","1","UNIDAD"
"2026 Mar 25 12:00:00 AM","52","NARIÑO","52678","SAMANIEGO","1","UNIDAD"
"2026 Mar 25 12:00:00 AM","86","PUTUMAYO","86320","ORITO","1","UNIDAD"
"2026 Mar 25 12:00:00 AM","05","ANTIOQUIA","05854","VALDIVIA","3","UNIDAD"
"2026 Mar 25 12:00:00 AM","27","CHOCO","27800","UNGUIA","2","UNIDAD"
"2026 Mar 25 12:00:00 AM","76","VALLE DEL CAUCA","76109","BUENAVENTURA","1","UNIDAD"
"2026 Mar 25 12:00:00 AM","86","PUTUMAYO","86569","PUERTO CAICEDO","1","UNIDAD"
"2026 Mar 25 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","2","UNIDAD"
"2026 Mar 25 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","2","UNIDAD"
"2026 Mar 25 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","5","UNIDAD"
"2026 Mar 24 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","2","UNIDAD"
"2026 Mar 24 12:00:00 AM","52","NARIÑO","52696","SANTA BARBARA","2","UNIDAD"
"2026 Mar 24 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","3","UNIDAD"
"2026 Mar 24 12:00:00 AM","86","PUTUMAYO","86573","PUERTO LEGUIZAMO","1","UNIDAD"
"2026 Mar 24 12:00:00 AM","99","VICHADA","99773","CUMARIBO","2","UNIDAD"
"2026 Mar 24 12:00:00 AM","18","CAQUETA","18592","PUERTO RICO","1","UNIDAD"
"2026 Mar 24 12:00:00 AM","18","CAQUETA","18753","SAN VICENTE DEL CAGUAN","1","UNIDAD"
"2026 Mar 24 12:00:00 AM","76","VALLE DEL CAUCA","76109","BUENAVENTURA","1","UNIDAD"
"2026 Mar 23 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","3","UNIDAD"
"2026 Mar 23 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2026 Mar 23 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","33","UNIDAD"
"2026 Mar 23 12:00:00 AM","52","NARIÑO","52473","MOSQUERA","3","UNIDAD"
"2026 Mar 23 12:00:00 AM","76","VALLE DEL CAUCA","76109","BUENAVENTURA","1","UNIDAD"
"2026 Mar 22 12:00:00 AM","99","VICHADA","99773","CUMARIBO","1","UNIDAD"
"2026 Mar 22 12:00:00 AM","50","META","50325","MAPIRIPAN","1","UNIDAD"
"2026 Mar 22 12:00:00 AM","86","PUTUMAYO","86885","VILLAGARZON","1","UNIDAD"
"2026 Mar 22 12:00:00 AM","19","CAUCA","19450","MERCADERES","3","UNIDAD"
"2026 Mar 22 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","39","UNIDAD"
"2026 Mar 22 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2026 Mar 22 12:00:00 AM","76","VALLE DEL CAUCA","76109","BUENAVENTURA","1","UNIDAD"
"2026 Mar 21 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2026 Mar 21 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","1","UNIDAD"
"2026 Mar 21 12:00:00 AM","52","NARIÑO","52612","RICAURTE","2","UNIDAD"
"2026 Mar 21 12:00:00 AM","54","NORTE DE SANTANDER","54250","EL TARRA","1","UNIDAD"
"2026 Mar 21 12:00:00 AM","99","VICHADA","99773","CUMARIBO","1","UNIDAD"
"2026 Mar 21 12:00:00 AM","50","META","50325","MAPIRIPAN","1","UNIDAD"
"2026 Mar 20 12:00:00 AM","50","META","50325","MAPIRIPAN","1","UNIDAD"
"2026 Mar 20 12:00:00 AM","27","CHOCO","27150","CARMEN DEL DARIEN","1","UNIDAD"
"2026 Mar 20 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","2","UNIDAD"
"2026 Mar 20 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","1","UNIDAD"
"2026 Mar 20 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","3","UNIDAD"
"2026 Mar 20 12:00:00 AM","86","PUTUMAYO","86885","VILLAGARZON","1","UNIDAD"
"2026 Mar 20 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","1","UNIDAD"
"2026 Mar 20 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","2","UNIDAD"
"2026 Mar 20 12:00:00 AM","76","VALLE DEL CAUCA","76109","BUENAVENTURA","1","UNIDAD"
"2026 Mar 19 12:00:00 AM","19","CAUCA","19809","TIMBIQUI","1","UNIDAD"
"2026 Mar 19 12:00:00 AM","52","NARIÑO","52254","EL PEÑOL","3","UNIDAD"
"2026 Mar 19 12:00:00 AM","52","NARIÑO","52696","SANTA BARBARA","1","UNIDAD"
"2026 Mar 19 12:00:00 AM","13","BOLIVAR","13744","SIMITI","1","UNIDAD"
"2026 Mar 19 12:00:00 AM","54","NORTE DE SANTANDER","54250","EL TARRA","1","UNIDAD"
"2026 Mar 19 12:00:00 AM","86","PUTUMAYO","86885","VILLAGARZON","1","UNIDAD"
"2026 Mar 19 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","1","UNIDAD"
"2026 Mar 19 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","1","UNIDAD"
"2026 Mar 19 12:00:00 AM","52","NARIÑO","52250","EL CHARCO","2","UNIDAD"
"2026 Mar 19 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","20","UNIDAD"
"2026 Mar 19 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2026 Mar 19 12:00:00 AM","23","CORDOBA","23807","TIERRALTA","1","UNIDAD"
"2026 Mar 19 12:00:00 AM","86","PUTUMAYO","86573","PUERTO LEGUIZAMO","3","UNIDAD"
"2026 Mar 19 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","3","UNIDAD"
"2026 Mar 19 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2026 Mar 18 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2026 Mar 18 12:00:00 AM","86","PUTUMAYO","86573","PUERTO LEGUIZAMO","1","UNIDAD"
"2026 Mar 18 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","1","UNIDAD"
"2026 Mar 18 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","10","UNIDAD"
"2026 Mar 18 12:00:00 AM","52","NARIÑO","52250","EL CHARCO","7","UNIDAD"
"2026 Mar 18 12:00:00 AM","27","CHOCO","27150","CARMEN DEL DARIEN","1","UNIDAD"
"2026 Mar 18 12:00:00 AM","19","CAUCA","19809","TIMBIQUI","2","UNIDAD"
"2026 Mar 18 12:00:00 AM","18","CAQUETA","18592","PUERTO RICO","1","UNIDAD"
"2026 Mar 18 12:00:00 AM","54","NORTE DE SANTANDER","54239","DURANIA","1","UNIDAD"
"2026 Mar 17 12:00:00 AM","86","PUTUMAYO","86573","PUERTO LEGUIZAMO","3","UNIDAD"
"2026 Mar 17 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","2","UNIDAD"
"2026 Mar 17 12:00:00 AM","86","PUTUMAYO","86569","PUERTO CAICEDO","2","UNIDAD"
"2026 Mar 17 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","1","UNIDAD"
"2026 Mar 17 12:00:00 AM","18","CAQUETA","18001","FLORENCIA","1","UNIDAD"
"2026 Mar 17 12:00:00 AM","27","CHOCO","27800","UNGUIA","1","UNIDAD"
"2026 Mar 17 12:00:00 AM","54","NORTE DE SANTANDER","54261","EL ZULIA","1","UNIDAD"
"2026 Mar 17 12:00:00 AM","52","NARIÑO","52696","SANTA BARBARA","1","UNIDAD"
"2026 Mar 17 12:00:00 AM","54","NORTE DE SANTANDER","54239","DURANIA","1","UNIDAD"
"2026 Mar 16 12:00:00 AM","52","NARIÑO","52250","EL CHARCO","1","UNIDAD"
"2026 Mar 16 12:00:00 AM","54","NORTE DE SANTANDER","54800","TEORAMA","1","UNIDAD"
"2026 Mar 16 12:00:00 AM","54","NORTE DE SANTANDER","54553","PUERTO SANTANDER","1","UNIDAD"
"2026 Mar 16 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","15","UNIDAD"
"2026 Mar 16 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","1","UNIDAD"
"2026 Mar 16 12:00:00 AM","52","NARIÑO","52621","ROBERTO PAYAN","2","UNIDAD"
"2026 Mar 16 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2026 Mar 16 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","1","UNIDAD"
"2026 Mar 16 12:00:00 AM","52","NARIÑO","52079","BARBACOAS","9","UNIDAD"
"2026 Mar 16 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","1","UNIDAD"
"2026 Mar 16 12:00:00 AM","99","VICHADA","99773","CUMARIBO","2","UNIDAD"
"2026 Mar 16 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","1","UNIDAD"
"2026 Mar 15 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","1","UNIDAD"
"2026 Mar 15 12:00:00 AM","99","VICHADA","99773","CUMARIBO","1","UNIDAD"
"2026 Mar 15 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","4","UNIDAD"
"2026 Mar 15 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","35","UNIDAD"
"2026 Mar 14 12:00:00 AM","86","PUTUMAYO","86885","VILLAGARZON","1","UNIDAD"
"2026 Mar 14 12:00:00 AM","52","NARIÑO","52215","CORDOBA","1","UNIDAD"
"2026 Mar 14 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","1","UNIDAD"
"2026 Mar 14 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","2","UNIDAD"
"2026 Mar 14 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","2","UNIDAD"
"2026 Mar 14 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","19","UNIDAD"
"2026 Mar 14 12:00:00 AM","27","CHOCO","27800","UNGUIA","2","UNIDAD"
"2026 Mar 13 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","3","UNIDAD"
"2026 Mar 13 12:00:00 AM","13","BOLIVAR","13744","SIMITI","1","UNIDAD"
"2026 Mar 13 12:00:00 AM","52","NARIÑO","52250","EL CHARCO","1","UNIDAD"
"2026 Mar 13 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","2","UNIDAD"
"2026 Mar 13 12:00:00 AM","27","CHOCO","27800","UNGUIA","1","UNIDAD"
"2026 Mar 13 12:00:00 AM","54","NORTE DE SANTANDER","54720","SARDINATA","1","UNIDAD"
"2026 Mar 13 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","3","UNIDAD"
"2026 Mar 13 12:00:00 AM","18","CAQUETA","18753","SAN VICENTE DEL CAGUAN","1","UNIDAD"
"2026 Mar 13 12:00:00 AM","05","ANTIOQUIA","05660","SAN LUIS","1","UNIDAD"
"2026 Mar 13 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","30","UNIDAD"
"2026 Mar 13 12:00:00 AM","18","CAQUETA","18592","PUERTO RICO","2","UNIDAD"
"2026 Mar 13 12:00:00 AM","05","ANTIOQUIA","05652","SAN FRANCISCO","2","UNIDAD"
"2026 Mar 12 12:00:00 AM","52","NARIÑO","52621","ROBERTO PAYAN","1","UNIDAD"
"2026 Mar 12 12:00:00 AM","18","CAQUETA","18029","ALBANIA","2","UNIDAD"
"2026 Mar 12 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","3","UNIDAD"
"2026 Mar 12 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","4","UNIDAD"
"2026 Mar 12 12:00:00 AM","05","ANTIOQUIA","05652","SAN FRANCISCO","1","UNIDAD"
"2026 Mar 12 12:00:00 AM","52","NARIÑO","52250","EL CHARCO","7","UNIDAD"
"2026 Mar 12 12:00:00 AM","05","ANTIOQUIA","05887","YARUMAL","1","UNIDAD"
"2026 Mar 12 12:00:00 AM","52","NARIÑO","52227","CUMBAL","1","UNIDAD"
"2026 Mar 12 12:00:00 AM","05","ANTIOQUIA","05660","SAN LUIS","1","UNIDAD"
"2026 Mar 12 12:00:00 AM","85","CASANARE","85230","OROCUE","1","UNIDAD"
"2026 Mar 12 12:00:00 AM","86","PUTUMAYO","86573","PUERTO LEGUIZAMO","1","UNIDAD"
"2026 Mar 12 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2026 Mar 12 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","1","UNIDAD"
"2026 Mar 11 12:00:00 AM","19","CAUCA","19533","PIAMONTE","2","UNIDAD"
"2026 Mar 11 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","2","UNIDAD"
"2026 Mar 11 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","4","UNIDAD"
"2026 Mar 11 12:00:00 AM","86","PUTUMAYO","86320","ORITO","1","UNIDAD"
"2026 Mar 11 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","2","UNIDAD"
"2026 Mar 11 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2026 Mar 11 12:00:00 AM","18","CAQUETA","18460","MILAN","1","UNIDAD"
"2026 Mar 11 12:00:00 AM","86","PUTUMAYO","86573","PUERTO LEGUIZAMO","2","UNIDAD"
"2026 Mar 11 12:00:00 AM","18","CAQUETA","18756","SOLANO","5","UNIDAD"
"2026 Mar 10 12:00:00 AM","05","ANTIOQUIA","05107","BRICEÑO","2","UNIDAD"
"2026 Mar 10 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","1","UNIDAD"
"2026 Mar 10 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","30","UNIDAD"
"2026 Mar 10 12:00:00 AM","52","NARIÑO","52390","LA TOLA","1","UNIDAD"
"2026 Mar 10 12:00:00 AM","50","META","50325","MAPIRIPAN","2","UNIDAD"
"2026 Mar 10 12:00:00 AM","86","PUTUMAYO","86573","PUERTO LEGUIZAMO","1","UNIDAD"
"2026 Mar 10 12:00:00 AM","18","CAQUETA","18756","SOLANO","3","UNIDAD"
"2026 Mar 10 12:00:00 AM","86","PUTUMAYO","86885","VILLAGARZON","3","UNIDAD"
"2026 Mar 10 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","2","UNIDAD"
"2026 Mar 10 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2026 Mar 10 12:00:00 AM","86","PUTUMAYO","86569","PUERTO CAICEDO","2","UNIDAD"
"2026 Mar 09 12:00:00 AM","54","NORTE DE SANTANDER","54800","TEORAMA","1","UNIDAD"
"2026 Mar 09 12:00:00 AM","27","CHOCO","27150","CARMEN DEL DARIEN","1","UNIDAD"
"2026 Mar 09 12:00:00 AM","52","NARIÑO","52079","BARBACOAS","3","UNIDAD"
"2026 Mar 09 12:00:00 AM","86","PUTUMAYO","86573","PUERTO LEGUIZAMO","2","UNIDAD"
"2026 Mar 09 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2026 Mar 09 12:00:00 AM","86","PUTUMAYO","86320","ORITO","2","UNIDAD"
"2026 Mar 09 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","3","UNIDAD"
"2026 Mar 08 12:00:00 AM","86","PUTUMAYO","86573","PUERTO LEGUIZAMO","1","UNIDAD"
"2026 Mar 07 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","16","UNIDAD"
"2026 Mar 07 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","3","UNIDAD"
"2026 Mar 07 12:00:00 AM","86","PUTUMAYO","86885","VILLAGARZON","1","UNIDAD"
"2026 Mar 07 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","18","UNIDAD"
"2026 Mar 06 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","1","UNIDAD"
"2026 Mar 06 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2026 Mar 06 12:00:00 AM","86","PUTUMAYO","86885","VILLAGARZON","1","UNIDAD"
"2026 Mar 06 12:00:00 AM","86","PUTUMAYO","86573","PUERTO LEGUIZAMO","1","UNIDAD"
"2026 Mar 06 12:00:00 AM","86","PUTUMAYO","86320","ORITO","2","UNIDAD"
"2026 Mar 06 12:00:00 AM","27","CHOCO","27150","CARMEN DEL DARIEN","1","UNIDAD"
"2026 Mar 06 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","3","UNIDAD"
"2026 Mar 05 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","1","UNIDAD"
"2026 Mar 05 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","1","UNIDAD"
"2026 Mar 05 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","6","UNIDAD"
"2026 Mar 05 12:00:00 AM","54","NORTE DE SANTANDER","54720","SARDINATA","20","UNIDAD"
"2026 Mar 05 12:00:00 AM","54","NORTE DE SANTANDER","54206","CONVENCION","1","UNIDAD"
"2026 Mar 05 12:00:00 AM","86","PUTUMAYO","86320","ORITO","1","UNIDAD"
"2026 Mar 05 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","1","UNIDAD"
"2026 Mar 05 12:00:00 AM","05","ANTIOQUIA","05670","SAN ROQUE","1","UNIDAD"
"2026 Mar 05 12:00:00 AM","54","NORTE DE SANTANDER","54261","EL ZULIA","1","UNIDAD"
"2026 Mar 05 12:00:00 AM","19","CAUCA","19533","PIAMONTE","1","UNIDAD"
"2026 Mar 04 12:00:00 AM","86","PUTUMAYO","86573","PUERTO LEGUIZAMO","2","UNIDAD"
"2026 Mar 04 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","5","UNIDAD"
"2026 Mar 04 12:00:00 AM","05","ANTIOQUIA","05887","YARUMAL","1","UNIDAD"
"2026 Mar 04 12:00:00 AM","86","PUTUMAYO","86569","PUERTO CAICEDO","2","UNIDAD"
"2026 Mar 04 12:00:00 AM","54","NORTE DE SANTANDER","54261","EL ZULIA","2","UNIDAD"
"2026 Mar 04 12:00:00 AM","54","NORTE DE SANTANDER","54553","PUERTO SANTANDER","1","UNIDAD"
"2026 Mar 04 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","14","UNIDAD"
"2026 Mar 04 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","1","UNIDAD"
"2026 Mar 04 12:00:00 AM","52","NARIÑO","52621","ROBERTO PAYAN","16","UNIDAD"
"2026 Mar 04 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","2","UNIDAD"
"2026 Mar 04 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","1","UNIDAD"
"2026 Mar 04 12:00:00 AM","19","CAUCA","19809","TIMBIQUI","2","UNIDAD"
"2026 Mar 04 12:00:00 AM","60401","PERU","6040101","PERU","1","UNIDAD"
"2026 Mar 04 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2026 Mar 03 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2026 Mar 03 12:00:00 AM","54","NORTE DE SANTANDER","54239","DURANIA","1","UNIDAD"
"2026 Mar 03 12:00:00 AM","52","NARIÑO","52356","IPIALES","1","UNIDAD"
"2026 Mar 03 12:00:00 AM","18","CAQUETA","18256","EL PAUJIL","1","UNIDAD"
"2026 Mar 03 12:00:00 AM","54","NORTE DE SANTANDER","54206","CONVENCION","1","UNIDAD"
"2026 Mar 03 12:00:00 AM","86","PUTUMAYO","86865","VALLE DEL GUAMUEZ","1","UNIDAD"
"2026 Mar 03 12:00:00 AM","54","NORTE DE SANTANDER","54261","EL ZULIA","1","UNIDAD"
"2026 Mar 03 12:00:00 AM","52","NARIÑO","52079","BARBACOAS","2","UNIDAD"
"2026 Mar 03 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","1","UNIDAD"
"2026 Mar 03 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","1","UNIDAD"
"2026 Mar 03 12:00:00 AM","18","CAQUETA","18029","ALBANIA","4","UNIDAD"
"2026 Mar 03 12:00:00 AM","86","PUTUMAYO","86573","PUERTO LEGUIZAMO","6","UNIDAD"
"2026 Mar 02 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","1","UNIDAD"
"2026 Mar 02 12:00:00 AM","19","CAUCA","19318","GUAPI","1","UNIDAD"
"2026 Mar 02 12:00:00 AM","54","NORTE DE SANTANDER","54810","TIBU","2","UNIDAD"
"2026 Mar 02 12:00:00 AM","52","NARIÑO","52490","OLAYA HERRERA","1","UNIDAD"
"2026 Mar 02 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","2","UNIDAD"
"2026 Mar 02 12:00:00 AM","95","GUAVIARE","95001","SAN JOSE DEL GUAVIARE","1","UNIDAD"
"2026 Mar 02 12:00:00 AM","52","NARIÑO","52260","EL TAMBO","2","UNIDAD"
"2026 Mar 02 12:00:00 AM","76","VALLE DEL CAUCA","76109","BUENAVENTURA","1","UNIDAD"
"2026 Mar 02 12:00:00 AM","86","PUTUMAYO","86571","PUERTO GUZMAN","1","UNIDAD"
"2026 Mar 02 12:00:00 AM","19","CAUCA","19809","TIMBIQUI","1","UNIDAD"
"2026 Mar 01 12:00:00 AM","86","PUTUMAYO","86568","PUERTO ASIS","1","UNIDAD"
"2026 Mar 01 12:00:00 AM","54","NORTE DE SANTANDER","54245","EL CARMEN","1","UNIDAD"
"2026 Mar 01 12:00:00 AM","52","NARIÑO","52427","MAGÜI","1","UNIDAD"
"2026 Feb 28 12:00:00 AM","54","NORTE DE SANTANDER","54001","CUCUTA","1","UNIDAD"
"2026 Feb 28 12:00:00 AM","85","CASANARE","85300","SABANALARGA","1","UNIDAD"
"2026 Feb 28 12:00:00 AM","52","NARIÑO","52427","MAGÜI","7","UNIDAD"
"2026 Feb 28 12:00:00 AM","86","PUTUMAYO","86573","PUERTO LEGUIZAMO","4","UNIDAD"
"2026 Feb 28 12:00:00 AM","27","CHOCO","27615","RIOSUCIO","1","UNIDAD"
"2026 Feb 28 12:00:00 AM","54","NORTE DE SANTANDER","54206","CONVENCION","1","UNIDAD"
"2026 Feb 28 12:00:00 AM","20","CESAR","20310","GONZALEZ","1","UNIDAD"
"2026 Feb 28 12:00:00 AM","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1","UNIDAD"
"2026 Feb 28 12:00:00 AM","52","NARIÑO","52621","ROBERTO PAYAN","13","UNIDAD"
